month,make,fuel_type,vehicle_type,number
2016-09,B.M.W.,Others,Sports Utility Vehicle,0
2016-09,BENTLEY,Petrol,Sports Utility Vehicle,0
2016-09,BYD,Others,Sports Utility Vehicle,0
2016-09,CHERY,Petrol,Sports Utility Vehicle,0
2016-09,CHEVROLET,Petrol,Sports Utility Vehicle,1
2016-09,CHRYSLER,Petrol,Sports Utility Vehicle,0
2016-09,CHRYSLER,Diesel,Sports Utility Vehicle,0
2016-09,CITROEN,Petrol,Sports Utility Vehicle,1
2016-09,CITROEN,Diesel,Sports Utility Vehicle,0
2016-09,DAIMLER,Petrol,Sports Utility Vehicle,0
2016-09,FERRARI,Petrol,Sports Utility Vehicle,0
2016-09,FORD,Petrol,Sports Utility Vehicle,0
2016-09,HONDA,Petrol,Sports Utility Vehicle,785
2016-09,HONDA,Others,Sports Utility Vehicle,233
2016-09,HYUNDAI,Petrol,Sports Utility Vehicle,19
2016-09,HYUNDAI,Diesel,Sports Utility Vehicle,1
2016-09,INFINITI,Petrol,Sports Utility Vehicle,0
2016-09,INFINITI,Diesel,Sports Utility Vehicle,0
2016-09,JAGUAR,Petrol,Sports Utility Vehicle,7
2016-09,JAGUAR,Diesel,Sports Utility Vehicle,6
2016-09,JEEP,Petrol,Sports Utility Vehicle,0
2016-09,KIA,Petrol,Sports Utility Vehicle,6
2016-09,KIA,Diesel,Sports Utility Vehicle,21
2016-09,KIA,Others,Sports Utility Vehicle,0
2016-09,LAMBORGHINI,Petrol,Sports Utility Vehicle,0
2016-09,LAND ROVER,Petrol,Sports Utility Vehicle,20
2016-09,LAND ROVER,Diesel,Sports Utility Vehicle,9
2016-09,LOTUS,Petrol,Sports Utility Vehicle,0
2016-09,M.G.,Petrol,Sports Utility Vehicle,0
2016-09,MASERATI,Petrol,Sports Utility Vehicle,0
2016-09,MASERATI,Diesel,Sports Utility Vehicle,0
2016-09,MAZDA,Petrol,Sports Utility Vehicle,20
2016-09,MAZDA,Diesel,Sports Utility Vehicle,0
2016-09,Mclaren,Petrol,Sports Utility Vehicle,0
2016-09,MERCEDES BENZ,Petrol,Sports Utility Vehicle,52
2016-09,MERCEDES BENZ,Diesel,Sports Utility Vehicle,3
2016-09,MERCEDES BENZ,Others,Sports Utility Vehicle,0
2016-09,MINI,Petrol,Sports Utility Vehicle,0
2016-09,MINI,Diesel,Sports Utility Vehicle,0
2016-09,MITSUBISHI,Petrol,Sports Utility Vehicle,73
2016-09,MITSUBISHI,Others,Sports Utility Vehicle,0
2016-09,NISSAN,Petrol,Sports Utility Vehicle,393
2016-09,NISSAN,Others,Sports Utility Vehicle,0
2016-09,OPEL,Petrol,Sports Utility Vehicle,0
2016-09,OPEL,Diesel,Sports Utility Vehicle,0
2016-09,PERODUA,Petrol,Sports Utility Vehicle,0
2016-09,PEUGEOT,Petrol,Sports Utility Vehicle,3
2016-09,PEUGEOT,Diesel,Sports Utility Vehicle,6
2016-09,PORSCHE,Petrol,Sports Utility Vehicle,29
2016-09,PORSCHE,Diesel,Sports Utility Vehicle,4
2016-09,RENAULT,Petrol,Sports Utility Vehicle,0
2016-09,RENAULT,Diesel,Sports Utility Vehicle,22
2016-09,ROLLS ROYCE,Petrol,Sports Utility Vehicle,0
2016-09,SEAT,Petrol,Sports Utility Vehicle,0
2016-09,SEAT,Diesel,Sports Utility Vehicle,0
2016-09,SKODA,Petrol,Sports Utility Vehicle,0
2016-09,SKODA,Diesel,Sports Utility Vehicle,0
2016-09,SSANGYONG,Petrol,Sports Utility Vehicle,28
2016-09,SSANGYONG,Diesel,Sports Utility Vehicle,7
2016-09,SUBARU,Petrol,Sports Utility Vehicle,202
2016-09,SUZUKI,Petrol,Sports Utility Vehicle,0
2016-09,TESLA,Others,Sports Utility Vehicle,0
2016-09,TOYOTA,Petrol,Sports Utility Vehicle,261
2016-09,TOYOTA,Diesel,Sports Utility Vehicle,1
2016-09,TOYOTA,Others,Sports Utility Vehicle,0
2016-09,VOLKSWAGEN,Petrol,Sports Utility Vehicle,10
2016-09,VOLKSWAGEN,Diesel,Sports Utility Vehicle,0
2016-09,VOLVO,Petrol,Sports Utility Vehicle,15
2016-09,VOLVO,Diesel,Sports Utility Vehicle,0
2016-09,ALFA ROMEO,Petrol,Coupe/ Convertible,0
2016-09,ALPINA,Petrol,Coupe/ Convertible,0
2016-09,ALPINA,Diesel,Coupe/ Convertible,0
2016-09,ASTON MARTIN,Petrol,Coupe/ Convertible,0
2016-09,AUDI,Petrol,Coupe/ Convertible,3
2016-09,B.M.W.,Petrol,Coupe/ Convertible,43
2016-09,B.M.W.,Diesel,Coupe/ Convertible,0
2016-09,B.M.W.,Others,Coupe/ Convertible,0
2016-09,BENTLEY,Petrol,Coupe/ Convertible,6
2016-09,BYD,Others,Coupe/ Convertible,0
2016-09,CHERY,Petrol,Coupe/ Convertible,0
2016-09,CHEVROLET,Petrol,Coupe/ Convertible,0
2016-09,CHRYSLER,Petrol,Coupe/ Convertible,0
2016-09,CHRYSLER,Diesel,Coupe/ Convertible,0
2016-09,CITROEN,Petrol,Coupe/ Convertible,0
2016-09,CITROEN,Diesel,Coupe/ Convertible,0
2016-09,DAIMLER,Petrol,Coupe/ Convertible,0
2016-09,FERRARI,Petrol,Coupe/ Convertible,5
2016-09,FORD,Petrol,Coupe/ Convertible,11
2016-09,HONDA,Petrol,Coupe/ Convertible,0
2016-09,HONDA,Others,Coupe/ Convertible,0
2016-09,HYUNDAI,Petrol,Coupe/ Convertible,0
2016-09,HYUNDAI,Diesel,Coupe/ Convertible,0
2016-09,INFINITI,Petrol,Coupe/ Convertible,0
2016-09,INFINITI,Diesel,Coupe/ Convertible,0
2016-09,JAGUAR,Petrol,Coupe/ Convertible,1
2016-09,JAGUAR,Diesel,Coupe/ Convertible,0
2016-09,JEEP,Petrol,Coupe/ Convertible,0
2016-09,KIA,Petrol,Coupe/ Convertible,0
2016-09,KIA,Diesel,Coupe/ Convertible,0
2016-09,KIA,Others,Coupe/ Convertible,0
2016-09,LAMBORGHINI,Petrol,Coupe/ Convertible,3
2016-09,LAND ROVER,Petrol,Coupe/ Convertible,0
2016-09,LAND ROVER,Diesel,Coupe/ Convertible,0
2016-09,LOTUS,Petrol,Coupe/ Convertible,0
2016-09,M.G.,Petrol,Coupe/ Convertible,0
2016-09,MASERATI,Petrol,Coupe/ Convertible,1
2016-09,MASERATI,Diesel,Coupe/ Convertible,0
2016-09,MAZDA,Petrol,Coupe/ Convertible,2
2016-09,MAZDA,Diesel,Coupe/ Convertible,0
2016-09,Mclaren,Petrol,Coupe/ Convertible,1
2016-09,MERCEDES BENZ,Petrol,Coupe/ Convertible,96
2016-09,MERCEDES BENZ,Diesel,Coupe/ Convertible,0
2016-09,MERCEDES BENZ,Others,Coupe/ Convertible,0
2016-09,MINI,Petrol,Coupe/ Convertible,4
2016-09,MINI,Diesel,Coupe/ Convertible,0
2016-09,MITSUBISHI,Petrol,Coupe/ Convertible,0
2016-09,MITSUBISHI,Others,Coupe/ Convertible,0
2016-09,NISSAN,Petrol,Coupe/ Convertible,0
2016-09,NISSAN,Others,Coupe/ Convertible,0
2016-09,OPEL,Petrol,Coupe/ Convertible,0
2016-09,OPEL,Diesel,Coupe/ Convertible,0
2016-09,PERODUA,Petrol,Coupe/ Convertible,0
2016-09,PEUGEOT,Petrol,Coupe/ Convertible,0
2016-09,PEUGEOT,Diesel,Coupe/ Convertible,0
2016-09,PORSCHE,Petrol,Coupe/ Convertible,17
2016-09,PORSCHE,Diesel,Coupe/ Convertible,0
2016-09,RENAULT,Petrol,Coupe/ Convertible,0
2016-09,RENAULT,Diesel,Coupe/ Convertible,0
2016-09,ROLLS ROYCE,Petrol,Coupe/ Convertible,2
2016-09,SEAT,Petrol,Coupe/ Convertible,0
2016-09,SEAT,Diesel,Coupe/ Convertible,0
2016-09,SKODA,Petrol,Coupe/ Convertible,0
2016-09,SKODA,Diesel,Coupe/ Convertible,0
2016-09,SSANGYONG,Petrol,Coupe/ Convertible,0
2016-09,SSANGYONG,Diesel,Coupe/ Convertible,0
2016-09,SUBARU,Petrol,Coupe/ Convertible,0
2016-09,SUZUKI,Petrol,Coupe/ Convertible,0
2016-09,TESLA,Others,Coupe/ Convertible,0
2016-09,TOYOTA,Petrol,Coupe/ Convertible,2
2016-09,TOYOTA,Diesel,Coupe/ Convertible,0
2016-09,TOYOTA,Others,Coupe/ Convertible,0
2016-09,VOLKSWAGEN,Petrol,Coupe/ Convertible,0
2016-09,VOLKSWAGEN,Diesel,Coupe/ Convertible,0
2016-09,VOLVO,Petrol,Coupe/ Convertible,0
2016-09,VOLVO,Diesel,Coupe/ Convertible,0
2016-10,ALFA ROMEO,Petrol,Hatchback,2
2016-10,ALPINA,Petrol,Hatchback,0
2016-10,ALPINA,Diesel,Hatchback,0
2016-10,ASTON MARTIN,Petrol,Hatchback,0
2016-10,AUDI,Petrol,Hatchback,5
2016-10,B.M.W.,Petrol,Hatchback,5
2016-10,B.M.W.,Diesel,Hatchback,77
2016-10,B.M.W.,Others,Hatchback,0
2016-10,BENTLEY,Petrol,Hatchback,0
2016-10,BYD,Others,Hatchback,0
2016-10,CHERY,Petrol,Hatchback,1
2016-10,CHEVROLET,Petrol,Hatchback,0
2016-10,CHRYSLER,Petrol,Hatchback,0
2016-10,CHRYSLER,Diesel,Hatchback,0
2016-10,CITROEN,Petrol,Hatchback,6
2016-10,CITROEN,Diesel,Hatchback,3
2016-10,DAIMLER,Petrol,Hatchback,0
2016-10,FERRARI,Petrol,Hatchback,0
2016-10,FORD,Petrol,Hatchback,6
2016-10,HONDA,Petrol,Hatchback,93
2016-10,HONDA,Others,Hatchback,0
2016-10,HYUNDAI,Petrol,Hatchback,7
2016-10,HYUNDAI,Diesel,Hatchback,0
2016-10,INFINITI,Petrol,Hatchback,1
2016-10,INFINITI,Diesel,Hatchback,10
2016-10,JAGUAR,Petrol,Hatchback,0
2016-10,JAGUAR,Diesel,Hatchback,0
2016-10,JEEP,Petrol,Hatchback,0
2016-10,KIA,Petrol,Hatchback,0
2016-10,KIA,Diesel,Hatchback,0
2016-10,KIA,Others,Hatchback,0
2016-10,LAMBORGHINI,Petrol,Hatchback,0
2016-10,LAND ROVER,Petrol,Hatchback,0
2016-10,LAND ROVER,Diesel,Hatchback,0
2016-10,LOTUS,Petrol,Hatchback,0
2016-10,M.G.,Petrol,Hatchback,0
2016-10,MASERATI,Petrol,Hatchback,0
2016-10,MASERATI,Diesel,Hatchback,0
2016-10,MAZDA,Petrol,Hatchback,36
2016-10,MAZDA,Diesel,Hatchback,0
2016-10,Mclaren,Petrol,Hatchback,0
2016-10,MERCEDES BENZ,Petrol,Hatchback,116
2016-10,MERCEDES BENZ,Diesel,Hatchback,0
2016-10,MERCEDES BENZ,Others,Hatchback,0
2016-10,MINI,Petrol,Hatchback,22
2016-10,MINI,Diesel,Hatchback,1
2016-10,MITSUBISHI,Petrol,Hatchback,0
2016-10,MITSUBISHI,Others,Hatchback,0
2016-10,NISSAN,Petrol,Hatchback,112
2016-10,NISSAN,Others,Hatchback,0
2016-10,OPEL,Petrol,Hatchback,21
2016-10,OPEL,Diesel,Hatchback,0
2016-10,PERODUA,Petrol,Hatchback,1
2016-10,PEUGEOT,Petrol,Hatchback,11
2016-10,PEUGEOT,Diesel,Hatchback,0
2016-10,PORSCHE,Petrol,Hatchback,0
2016-10,PORSCHE,Diesel,Hatchback,0
2016-10,RENAULT,Petrol,Hatchback,0
2016-10,RENAULT,Diesel,Hatchback,4
2016-10,ROLLS ROYCE,Petrol,Hatchback,0
2016-10,SEAT,Petrol,Hatchback,0
2016-10,SEAT,Diesel,Hatchback,0
2016-10,SKODA,Petrol,Hatchback,0
2016-10,SKODA,Diesel,Hatchback,0
2016-10,SSANGYONG,Petrol,Hatchback,0
2016-10,SSANGYONG,Diesel,Hatchback,0
2016-10,SUBARU,Petrol,Hatchback,0
2016-10,SUZUKI,Petrol,Hatchback,26
2016-10,TESLA,Others,Hatchback,1
2016-10,TOYOTA,Petrol,Hatchback,0
2016-10,TOYOTA,Diesel,Hatchback,0
2016-10,TOYOTA,Others,Hatchback,281
2016-10,VOLKSWAGEN,Petrol,Hatchback,73
2016-10,VOLKSWAGEN,Diesel,Hatchback,1
2016-10,VOLVO,Petrol,Hatchback,23
2016-10,VOLVO,Diesel,Hatchback,0
2016-10,ALFA ROMEO,Petrol,Sedan,0
2016-10,ALPINA,Petrol,Sedan,0
2016-10,ALPINA,Diesel,Sedan,0
2016-10,ASTON MARTIN,Petrol,Sedan,0
2016-10,AUDI,Petrol,Sedan,158
2016-10,B.M.W.,Petrol,Sedan,107
2016-10,B.M.W.,Diesel,Sedan,2
2016-10,B.M.W.,Others,Sedan,0
2016-10,BENTLEY,Petrol,Sedan,1
2016-10,BYD,Others,Sedan,0
2016-10,CHERY,Petrol,Sedan,0
2016-10,CHEVROLET,Petrol,Sedan,48
2016-10,CHRYSLER,Petrol,Sedan,0
2016-10,CHRYSLER,Diesel,Sedan,0
2016-10,CITROEN,Petrol,Sedan,0
2016-10,CITROEN,Diesel,Sedan,0
2016-10,DAIMLER,Petrol,Sedan,0
2016-10,FERRARI,Petrol,Sedan,0
2016-10,FORD,Petrol,Sedan,9
2016-10,HONDA,Petrol,Sedan,287
2016-10,HONDA,Others,Sedan,74
2016-10,HYUNDAI,Petrol,Sedan,100
2016-10,HYUNDAI,Diesel,Sedan,0
2016-10,INFINITI,Petrol,Sedan,19
2016-10,INFINITI,Diesel,Sedan,0
2016-10,JAGUAR,Petrol,Sedan,14
2016-10,JAGUAR,Diesel,Sedan,14
2016-10,JEEP,Petrol,Sedan,0
2016-10,KIA,Petrol,Sedan,192
2016-10,KIA,Diesel,Sedan,0
2016-10,KIA,Others,Sedan,0
2016-10,LAMBORGHINI,Petrol,Sedan,0
2016-10,LAND ROVER,Petrol,Sedan,0
2016-10,LAND ROVER,Diesel,Sedan,0
2016-10,LOTUS,Petrol,Sedan,0
2016-10,M.G.,Petrol,Sedan,0
2016-10,MASERATI,Petrol,Sedan,5
2016-10,MASERATI,Diesel,Sedan,0
2016-10,MAZDA,Petrol,Sedan,354
2016-10,MAZDA,Diesel,Sedan,0
2016-10,Mclaren,Petrol,Sedan,0
2016-10,MERCEDES BENZ,Petrol,Sedan,294
2016-10,MERCEDES BENZ,Diesel,Sedan,18
2016-10,MERCEDES BENZ,Others,Sedan,1
2016-10,MINI,Petrol,Sedan,0
2016-10,MINI,Diesel,Sedan,0
2016-10,MITSUBISHI,Petrol,Sedan,322
2016-10,MITSUBISHI,Others,Sedan,0
2016-10,NISSAN,Petrol,Sedan,88
2016-10,NISSAN,Others,Sedan,0
2016-10,OPEL,Petrol,Sedan,4
2016-10,OPEL,Diesel,Sedan,0
2016-10,PERODUA,Petrol,Sedan,0
2016-10,PEUGEOT,Petrol,Sedan,1
2016-10,PEUGEOT,Diesel,Sedan,3
2016-10,PORSCHE,Petrol,Sedan,0
2016-10,PORSCHE,Diesel,Sedan,0
2016-10,RENAULT,Petrol,Sedan,0
2016-10,RENAULT,Diesel,Sedan,9
2016-10,ROLLS ROYCE,Petrol,Sedan,0
2016-10,SEAT,Petrol,Sedan,0
2016-10,SEAT,Diesel,Sedan,0
2016-10,SKODA,Petrol,Sedan,0
2016-10,SKODA,Diesel,Sedan,0
2016-10,SSANGYONG,Petrol,Sedan,0
2016-10,SSANGYONG,Diesel,Sedan,0
2016-10,SUBARU,Petrol,Sedan,4
2016-10,SUZUKI,Petrol,Sedan,2
2016-10,TESLA,Others,Sedan,0
2016-10,TOYOTA,Petrol,Sedan,540
2016-10,TOYOTA,Diesel,Sedan,0
2016-10,TOYOTA,Others,Sedan,37
2016-10,VOLKSWAGEN,Petrol,Sedan,59
2016-10,VOLKSWAGEN,Diesel,Sedan,0
2016-10,VOLVO,Petrol,Sedan,51
2016-10,VOLVO,Diesel,Sedan,1
2016-10,ALPINA,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,ALFA ROMEO,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,ALPINA,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,ASTON MARTIN,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,AUDI,Petrol,Multi-purpose Vehicle/Station-wagon,3
2016-10,B.M.W.,Petrol,Multi-purpose Vehicle/Station-wagon,3
2016-10,B.M.W.,Diesel,Multi-purpose Vehicle/Station-wagon,64
2016-10,B.M.W.,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,BENTLEY,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,BYD,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,CHERY,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,CHEVROLET,Petrol,Multi-purpose Vehicle/Station-wagon,27
2016-10,CHRYSLER,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,CHRYSLER,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,CITROEN,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,CITROEN,Diesel,Multi-purpose Vehicle/Station-wagon,34
2016-10,DAIMLER,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,FERRARI,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,FORD,Petrol,Multi-purpose Vehicle/Station-wagon,3
2016-10,HONDA,Petrol,Multi-purpose Vehicle/Station-wagon,253
2016-10,HONDA,Others,Multi-purpose Vehicle/Station-wagon,147
2016-10,HYUNDAI,Petrol,Multi-purpose Vehicle/Station-wagon,3
2016-10,HYUNDAI,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,INFINITI,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,INFINITI,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,JAGUAR,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,JAGUAR,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,JEEP,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,KIA,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,KIA,Diesel,Multi-purpose Vehicle/Station-wagon,24
2016-10,KIA,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,LAMBORGHINI,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,LAND ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,LAND ROVER,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,LOTUS,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,M.G.,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,MASERATI,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,MASERATI,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,MAZDA,Petrol,Multi-purpose Vehicle/Station-wagon,68
2016-10,MAZDA,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,Mclaren,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,MERCEDES BENZ,Petrol,Multi-purpose Vehicle/Station-wagon,12
2016-10,MERCEDES BENZ,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,MERCEDES BENZ,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,MINI,Petrol,Multi-purpose Vehicle/Station-wagon,5
2016-10,MINI,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,MITSUBISHI,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,MITSUBISHI,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,NISSAN,Petrol,Multi-purpose Vehicle/Station-wagon,4
2016-10,NISSAN,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,OPEL,Petrol,Multi-purpose Vehicle/Station-wagon,1
2016-10,OPEL,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,PERODUA,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,PEUGEOT,Petrol,Multi-purpose Vehicle/Station-wagon,12
2016-10,PEUGEOT,Diesel,Multi-purpose Vehicle/Station-wagon,12
2016-10,PORSCHE,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,PORSCHE,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,RENAULT,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,RENAULT,Diesel,Multi-purpose Vehicle/Station-wagon,3
2016-10,ROLLS ROYCE,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,SEAT,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,SEAT,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,SKODA,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,SKODA,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,SSANGYONG,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,SSANGYONG,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,SUBARU,Petrol,Multi-purpose Vehicle/Station-wagon,30
2016-10,SUZUKI,Petrol,Multi-purpose Vehicle/Station-wagon,0
2016-10,TESLA,Others,Multi-purpose Vehicle/Station-wagon,0
2016-10,TOYOTA,Petrol,Multi-purpose Vehicle/Station-wagon,533
2016-10,TOYOTA,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,TOYOTA,Others,Multi-purpose Vehicle/Station-wagon,10
2016-10,VOLKSWAGEN,Petrol,Multi-purpose Vehicle/Station-wagon,34
2016-10,VOLKSWAGEN,Diesel,Multi-purpose Vehicle/Station-wagon,1
2016-10,VOLVO,Petrol,Multi-purpose Vehicle/Station-wagon,6
2016-10,VOLVO,Diesel,Multi-purpose Vehicle/Station-wagon,0
2016-10,ALFA ROMEO,Petrol,Sports Utility Vehicle,0
2016-10,ALPINA,Petrol,Sports Utility Vehicle,0
2016-10,ALPINA,Diesel,Sports Utility Vehicle,0
2016-10,ASTON MARTIN,Petrol,Sports Utility Vehicle,0
2016-10,AUDI,Petrol,Sports Utility Vehicle,30
2016-10,B.M.W.,Petrol,Sports Utility Vehicle,98
2016-10,B.M.W.,Diesel,Sports Utility Vehicle,0
2016-10,B.M.W.,Others,Sports Utility Vehicle,0
2016-10,BENTLEY,Petrol,Sports Utility Vehicle,3
2016-10,BYD,Others,Sports Utility Vehicle,0
2016-10,CHERY,Petrol,Sports Utility Vehicle,0
2016-10,CHEVROLET,Petrol,Sports Utility Vehicle,0
2016-10,CHRYSLER,Petrol,Sports Utility Vehicle,0
2016-10,CHRYSLER,Diesel,Sports Utility Vehicle,0
2016-10,CITROEN,Petrol,Sports Utility Vehicle,3
2016-10,CITROEN,Diesel,Sports Utility Vehicle,0
2016-10,DAIMLER,Petrol,Sports Utility Vehicle,0
2016-10,FERRARI,Petrol,Sports Utility Vehicle,0
2016-10,FORD,Petrol,Sports Utility Vehicle,0
2016-10,HONDA,Petrol,Sports Utility Vehicle,950
2016-10,HONDA,Others,Sports Utility Vehicle,227
2016-10,HYUNDAI,Petrol,Sports Utility Vehicle,19
2016-10,HYUNDAI,Diesel,Sports Utility Vehicle,1
2016-10,INFINITI,Petrol,Sports Utility Vehicle,1
2016-10,INFINITI,Diesel,Sports Utility Vehicle,0
2016-10,JAGUAR,Petrol,Sports Utility Vehicle,6
2016-10,JAGUAR,Diesel,Sports Utility Vehicle,5
2016-10,JEEP,Petrol,Sports Utility Vehicle,3
2016-10,KIA,Petrol,Sports Utility Vehicle,7
2016-10,KIA,Diesel,Sports Utility Vehicle,19
2016-10,KIA,Others,Sports Utility Vehicle,0
2016-10,LAMBORGHINI,Petrol,Sports Utility Vehicle,0
2016-10,LAND ROVER,Petrol,Sports Utility Vehicle,23
2016-10,LAND ROVER,Diesel,Sports Utility Vehicle,13
2016-10,LOTUS,Petrol,Sports Utility Vehicle,0
2016-10,M.G.,Petrol,Sports Utility Vehicle,0
2016-10,MASERATI,Petrol,Sports Utility Vehicle,0
2016-10,MASERATI,Diesel,Sports Utility Vehicle,0
2016-10,MAZDA,Petrol,Sports Utility Vehicle,25
2016-10,MAZDA,Diesel,Sports Utility Vehicle,1
2016-10,Mclaren,Petrol,Sports Utility Vehicle,0
2016-10,MERCEDES BENZ,Petrol,Sports Utility Vehicle,68
2016-10,MERCEDES BENZ,Diesel,Sports Utility Vehicle,4
2016-10,MERCEDES BENZ,Others,Sports Utility Vehicle,0
2016-10,MINI,Petrol,Sports Utility Vehicle,0
2016-10,MINI,Diesel,Sports Utility Vehicle,0
2016-10,MITSUBISHI,Petrol,Sports Utility Vehicle,71
2016-10,MITSUBISHI,Others,Sports Utility Vehicle,0
2016-10,NISSAN,Petrol,Sports Utility Vehicle,458
2016-10,NISSAN,Others,Sports Utility Vehicle,0
2016-10,OPEL,Petrol,Sports Utility Vehicle,0
2016-10,OPEL,Diesel,Sports Utility Vehicle,0
2016-10,PERODUA,Petrol,Sports Utility Vehicle,0
2016-10,PEUGEOT,Petrol,Sports Utility Vehicle,2
2016-10,PEUGEOT,Diesel,Sports Utility Vehicle,11
2016-10,PORSCHE,Petrol,Sports Utility Vehicle,27
2016-10,PORSCHE,Diesel,Sports Utility Vehicle,2
2016-10,RENAULT,Petrol,Sports Utility Vehicle,0
2016-10,RENAULT,Diesel,Sports Utility Vehicle,13
2016-10,ROLLS ROYCE,Petrol,Sports Utility Vehicle,0
2016-10,SEAT,Petrol,Sports Utility Vehicle,0
2016-10,SEAT,Diesel,Sports Utility Vehicle,0
2016-10,SKODA,Petrol,Sports Utility Vehicle,0
2016-10,SKODA,Diesel,Sports Utility Vehicle,0
2016-10,SSANGYONG,Petrol,Sports Utility Vehicle,12
2016-10,SSANGYONG,Diesel,Sports Utility Vehicle,16
2016-10,SUBARU,Petrol,Sports Utility Vehicle,204
2016-10,SUZUKI,Petrol,Sports Utility Vehicle,0
2016-10,TESLA,Others,Sports Utility Vehicle,0
2016-10,TOYOTA,Petrol,Sports Utility Vehicle,214
2016-10,TOYOTA,Diesel,Sports Utility Vehicle,0
2016-10,TOYOTA,Others,Sports Utility Vehicle,0
2016-10,VOLKSWAGEN,Petrol,Sports Utility Vehicle,15
2016-10,VOLKSWAGEN,Diesel,Sports Utility Vehicle,1
2016-10,VOLVO,Petrol,Sports Utility Vehicle,36
2016-10,VOLVO,Diesel,Sports Utility Vehicle,0
2016-10,ALFA ROMEO,Petrol,Coupe/ Convertible,0
2016-10,ALPINA,Petrol,Coupe/ Convertible,0
2016-10,ALPINA,Diesel,Coupe/ Convertible,0
2016-10,ASTON MARTIN,Petrol,Coupe/ Convertible,1
2016-10,AUDI,Petrol,Coupe/ Convertible,7
2016-10,B.M.W.,Petrol,Coupe/ Convertible,31
2016-10,B.M.W.,Diesel,Coupe/ Convertible,0
2016-10,B.M.W.,Others,Coupe/ Convertible,1
2016-10,BENTLEY,Petrol,Coupe/ Convertible,1
2016-10,BYD,Others,Coupe/ Convertible,0
2016-10,CHERY,Petrol,Coupe/ Convertible,0
2016-10,CHEVROLET,Petrol,Coupe/ Convertible,0
2016-10,CHRYSLER,Petrol,Coupe/ Convertible,0
2016-10,CHRYSLER,Diesel,Coupe/ Convertible,0
2016-10,CITROEN,Petrol,Coupe/ Convertible,0
2016-10,CITROEN,Diesel,Coupe/ Convertible,0
2016-10,DAIMLER,Petrol,Coupe/ Convertible,0
2016-10,FERRARI,Petrol,Coupe/ Convertible,2
2016-10,FORD,Petrol,Coupe/ Convertible,5
2016-10,HONDA,Petrol,Coupe/ Convertible,0
2016-10,HONDA,Others,Coupe/ Convertible,0
2016-10,HYUNDAI,Petrol,Coupe/ Convertible,0
2016-10,HYUNDAI,Diesel,Coupe/ Convertible,0
2016-10,INFINITI,Petrol,Coupe/ Convertible,0
2016-10,INFINITI,Diesel,Coupe/ Convertible,0
