year,make,fuel,type,number
2018,ROLLS ROYCE,Petrol,Sports Utility Vehicle,
2018,ROVER,Petrol,Sports Utility Vehicle,
2018,RUF,Petrol,Sports Utility Vehicle,
2018,SEAT,Petrol,Sports Utility Vehicle,108
2018,SEAT,Diesel,Sports Utility Vehicle,
2018,SKODA,Petrol,Sports Utility Vehicle,184
2018,SKODA,Diesel,Sports Utility Vehicle,
2018,SMART,Petrol,Sports Utility Vehicle,
2018,SMART,Others,Sports Utility Vehicle,
2018,SSANGYONG,Petrol,Sports Utility Vehicle,37
2018,SSANGYONG,Diesel,Sports Utility Vehicle,
2018,SUBARU,Petrol,Sports Utility Vehicle,2905
2018,SUBARU,Others,Sports Utility Vehicle,2
2018,SUZUKI,Petrol,Sports Utility Vehicle,
2018,SUZUKI,Others,Sports Utility Vehicle,
2018,TESLA,Others,Sports Utility Vehicle,
2018,THE LONDON TAXI CO,Diesel,Sports Utility Vehicle,
2018,TOYO ACE,Petrol,Sports Utility Vehicle,
2018,TOYOTA,Petrol,Sports Utility Vehicle,2381
2018,TOYOTA,Diesel,Sports Utility Vehicle,2
2018,TOYOTA,Others,Sports Utility Vehicle,815
2018,TRIUMPH,Petrol,Sports Utility Vehicle,
2018,VOLKSWAGEN,Petrol,Sports Utility Vehicle,275
2018,VOLKSWAGEN,Diesel,Sports Utility Vehicle,
2018,VOLVO,Petrol,Sports Utility Vehicle,722
2018,VOLVO,Diesel,Sports Utility Vehicle,
2018,ALFA ROMEO,Petrol,Coupe/ Convertible,1
2018,ALPINA,Petrol,Coupe/ Convertible,4
2018,ALPINA,Diesel,Coupe/ Convertible,1
2018,ASTON MARTIN,Petrol,Coupe/ Convertible,25
2018,AUDI,Petrol,Coupe/ Convertible,82
2018,AUDI,Diesel,Coupe/ Convertible,
2018,AUDI,Others,Coupe/ Convertible,
2018,AUSTIN,Petrol,Coupe/ Convertible,
2018,B.M.W.,Petrol,Coupe/ Convertible,407
2018,B.M.W.,Diesel,Coupe/ Convertible,
2018,B.M.W.,Others,Coupe/ Convertible,3
2018,BENTLEY,Petrol,Coupe/ Convertible,22
2018,BENTLEY,Diesel,Coupe/ Convertible,
2018,BLUECAR,Others,Coupe/ Convertible,
2018,BYD,Others,Coupe/ Convertible,
2018,CHERY,Petrol,Coupe/ Convertible,
2018,CHEVROLET,Petrol,Coupe/ Convertible,1
2018,CHRYSLER,Petrol,Coupe/ Convertible,
2018,CHRYSLER,Diesel,Coupe/ Convertible,
2018,CITROEN,Petrol,Coupe/ Convertible,
2018,CITROEN,Diesel,Coupe/ Convertible,
2018,CITROEN,Others,Coupe/ Convertible,
2018,DAIHATSU,Petrol,Coupe/ Convertible,
2018,DAIMLER,Petrol,Coupe/ Convertible,
2018,DATSUN,Petrol,Coupe/ Convertible,5
2018,FERRARI,Petrol,Coupe/ Convertible,37
2018,FIAT,Petrol,Coupe/ Convertible,
2018,FORD,Petrol,Coupe/ Convertible,20
2018,FORD,Diesel,Coupe/ Convertible,
2018,FORD,Others,Coupe/ Convertible,
2018,HONDA,Petrol,Coupe/ Convertible,
2018,HONDA,Others,Coupe/ Convertible,
2018,HYUNDAI,Petrol,Coupe/ Convertible,
2018,HYUNDAI,Diesel,Coupe/ Convertible,
2018,HYUNDAI,Others,Coupe/ Convertible,
2018,INFINITI,Petrol,Coupe/ Convertible,15
2018,INFINITI,Diesel,Coupe/ Convertible,
2018,INFINITI,Others,Coupe/ Convertible,
2018,JAGUAR,Petrol,Coupe/ Convertible,4
2018,JAGUAR,Diesel,Coupe/ Convertible,
2018,JEEP,Petrol,Coupe/ Convertible,
2018,JEEP,Diesel,Coupe/ Convertible,
2018,KIA,Petrol,Coupe/ Convertible,
2018,KIA,Diesel,Coupe/ Convertible,
2018,KIA,Others,Coupe/ Convertible,
2018,KOENIGSEGG,Petrol,Coupe/ Convertible,
2018,LAMBORGHINI,Petrol,Coupe/ Convertible,25
2018,LANCIA,Petrol,Coupe/ Convertible,
2018,LAND ROVER,Petrol,Coupe/ Convertible,8
2018,LAND ROVER,Diesel,Coupe/ Convertible,1
2018,LOTUS,Petrol,Coupe/ Convertible,2
2018,M.G.,Petrol,Coupe/ Convertible,1
2018,MARCOS,Petrol,Coupe/ Convertible,
2018,MASERATI,Petrol,Coupe/ Convertible,7
2018,MASERATI,Diesel,Coupe/ Convertible,
2018,MAXUS,Petrol,Coupe/ Convertible,
2018,MAZDA,Petrol,Coupe/ Convertible,12
2018,MAZDA,Diesel,Coupe/ Convertible,
2018,Mclaren,Petrol,Coupe/ Convertible,23
2018,MERCEDES BENZ,Petrol,Coupe/ Convertible,1135
2018,MERCEDES BENZ,Diesel,Coupe/ Convertible,5
2018,MERCEDES BENZ,Others,Coupe/ Convertible,7
2018,MINI,Petrol,Coupe/ Convertible,32
2018,MINI,Diesel,Coupe/ Convertible,
2018,MITSUBISHI,Petrol,Coupe/ Convertible,1
2018,MITSUBISHI,Diesel,Coupe/ Convertible,
2018,MITSUBISHI,Others,Coupe/ Convertible,
2018,MITSUOKA,Petrol,Coupe/ Convertible,
2018,MORRIS,Petrol,Coupe/ Convertible,
2018,NISSAN,Petrol,Coupe/ Convertible,
2018,NISSAN,Others,Coupe/ Convertible,
2018,OPEL,Petrol,Coupe/ Convertible,
2018,OPEL,Diesel,Coupe/ Convertible,
2018,PAGANI,Petrol,Coupe/ Convertible,
2018,PERODUA,Petrol,Coupe/ Convertible,
2018,PEUGEOT,Petrol,Coupe/ Convertible,
2018,PEUGEOT,Diesel,Coupe/ Convertible,
2018,PORSCHE,Petrol,Coupe/ Convertible,134
2018,PORSCHE,Diesel,Coupe/ Convertible,
2018,PORSCHE,Others,Coupe/ Convertible,
2018,RAMBLER,Petrol,Coupe/ Convertible,
2018,RANGE ROVER,Petrol,Coupe/ Convertible,
2018,RENAULT,Petrol,Coupe/ Convertible,
2018,RENAULT,Diesel,Coupe/ Convertible,
2018,RENAULT,Others,Coupe/ Convertible,
2018,ROLLS ROYCE,Petrol,Coupe/ Convertible,10
2018,ROVER,Petrol,Coupe/ Convertible,
2018,RUF,Petrol,Coupe/ Convertible,
2018,SEAT,Petrol,Coupe/ Convertible,
2018,SEAT,Diesel,Coupe/ Convertible,
2018,SKODA,Petrol,Coupe/ Convertible,
2018,SKODA,Diesel,Coupe/ Convertible,
2018,SMART,Petrol,Coupe/ Convertible,
2018,SMART,Others,Coupe/ Convertible,1
2018,SSANGYONG,Petrol,Coupe/ Convertible,
2018,SSANGYONG,Diesel,Coupe/ Convertible,
2018,SUBARU,Petrol,Coupe/ Convertible,2
2018,SUBARU,Others,Coupe/ Convertible,
2018,SUZUKI,Petrol,Coupe/ Convertible,
2018,SUZUKI,Others,Coupe/ Convertible,
2018,TESLA,Others,Coupe/ Convertible,
2018,THE LONDON TAXI CO,Diesel,Coupe/ Convertible,
2018,TOYO ACE,Petrol,Coupe/ Convertible,
2018,TOYOTA,Petrol,Coupe/ Convertible,9
2018,TOYOTA,Diesel,Coupe/ Convertible,
2018,TOYOTA,Others,Coupe/ Convertible,2
2018,TRIUMPH,Petrol,Coupe/ Convertible,2
2018,VOLKSWAGEN,Petrol,Coupe/ Convertible,89
2018,VOLKSWAGEN,Diesel,Coupe/ Convertible,
2018,VOLVO,Petrol,Coupe/ Convertible,
2018,VOLVO,Diesel,Coupe/ Convertible,
2019,ALFA ROMEO,Petrol,Hatchback,3
2019,ALPINA,Petrol,Hatchback,
2019,ALPINA,Diesel,Hatchback,
2019,ALPINE,Petrol,Hatchback,
2019,ASTON MARTIN,Petrol,Hatchback,
2019,AUDI,Petrol,Hatchback,592
2019,AUDI,Diesel,Hatchback,
2019,AUDI,Others,Hatchback,15
2019,AUSTIN,Petrol,Hatchback,
2019,AUSTIN,Diesel,Hatchback,
2019,B.M.W.,Petrol,Hatchback,1632
2019,B.M.W.,Diesel,Hatchback,
2019,B.M.W.,Others,Hatchback,11
2019,BENTLEY,Petrol,Hatchback,
2019,BENTLEY,Diesel,Hatchback,
2019,BLUECAR,Others,Hatchback,265
2019,BYD,Others,Hatchback,7
2019,CHERY,Petrol,Hatchback,
2019,CHEVROLET,Petrol,Hatchback,
2019,CHRYSLER,Petrol,Hatchback,
2019,CHRYSLER,Diesel,Hatchback,
2019,CITROEN,Petrol,Hatchback,
2019,CITROEN,Diesel,Hatchback,
2019,CITROEN,Others,Hatchback,
2019,DAIHATSU,Petrol,Hatchback,
2019,DAIMLER,Petrol,Hatchback,
2019,DATSUN,Petrol,Hatchback,
2019,FERRARI,Petrol,Hatchback,
2019,FIAT,Petrol,Hatchback,
2019,FORD,Petrol,Hatchback,
2019,FORD,Diesel,Hatchback,
2019,FORD,Others,Hatchback,
2019,HONDA,Petrol,Hatchback,4619
2019,HONDA,Others,Hatchback,500
2019,HYUNDAI,Petrol,Hatchback,177
2019,HYUNDAI,Diesel,Hatchback,
2019,HYUNDAI,Others,Hatchback,42
2019,INFINITI,Petrol,Hatchback,8
2019,INFINITI,Diesel,Hatchback,
2019,INFINITI,Others,Hatchback,
2019,JAGUAR,Petrol,Hatchback,
2019,JAGUAR,Diesel,Hatchback,
2019,JAGUAR,Others,Hatchback,
2019,JEEP,Petrol,Hatchback,
2019,JEEP,Diesel,Hatchback,
2019,KIA,Petrol,Hatchback,81
2019,KIA,Diesel,Hatchback,
2019,KIA,Others,Hatchback,
2019,KOENIGSEGG,Petrol,Hatchback,
2019,LAMBORGHINI,Petrol,Hatchback,
2019,LANCIA,Petrol,Hatchback,
2019,LAND ROVER,Petrol,Hatchback,
2019,LAND ROVER,Diesel,Hatchback,
2019,LAND ROVER,Others,Hatchback,
2019,LOTUS,Petrol,Hatchback,
2019,M.G.,Petrol,Hatchback,
2019,MARCOS,Petrol,Hatchback,
2019,MASERATI,Petrol,Hatchback,
2019,MASERATI,Diesel,Hatchback,
2019,MAXUS,Petrol,Hatchback,
2019,MAZDA,Petrol,Hatchback,208
2019,MAZDA,Diesel,Hatchback,
2019,MAZDA,Others,Hatchback,92
2019,Mclaren,Petrol,Hatchback,
2019,MERCEDES BENZ,Petrol,Hatchback,884
2019,MERCEDES BENZ,Diesel,Hatchback,
2019,MERCEDES BENZ,Others,Hatchback,
2019,MINI,Petrol,Hatchback,346
2019,MINI,Diesel,Hatchback,
2019,MITSUBISHI,Petrol,Hatchback,33
2019,MITSUBISHI,Diesel,Hatchback,
2019,MITSUBISHI,Others,Hatchback,
2019,MITSUOKA,Petrol,Hatchback,
2019,MORRIS,Petrol,Hatchback,
2019,NISSAN,Petrol,Hatchback,739
2019,NISSAN,Others,Hatchback,8
2019,OPEL,Petrol,Hatchback,94
2019,OPEL,Diesel,Hatchback,175
2019,PAGANI,Petrol,Hatchback,
2019,PERODUA,Petrol,Hatchback,28
2019,PEUGEOT,Petrol,Hatchback,6
2019,PEUGEOT,Diesel,Hatchback,
2019,PORSCHE,Petrol,Hatchback,2
2019,PORSCHE,Diesel,Hatchback,
2019,PORSCHE,Others,Hatchback,1
2019,RAMBLER,Petrol,Hatchback,
2019,RANGE ROVER,Petrol,Hatchback,
2019,RANGE ROVER,Diesel,Hatchback,
2019,RENAULT,Petrol,Hatchback,37
2019,RENAULT,Diesel,Hatchback,
2019,RENAULT,Others,Hatchback,4
2019,ROLLS ROYCE,Petrol,Hatchback,
2019,ROVER,Petrol,Hatchback,
2019,RUF,Petrol,Hatchback,
2019,SEAT,Petrol,Hatchback,71
2019,SEAT,Diesel,Hatchback,
2019,SKODA,Petrol,Hatchback,24
2019,SKODA,Diesel,Hatchback,
2019,SMART,Petrol,Hatchback,
2019,SMART,Others,Hatchback,
2019,SSANGYONG,Petrol,Hatchback,
2019,SSANGYONG,Diesel,Hatchback,
2019,SUBARU,Petrol,Hatchback,63
2019,SUBARU,Others,Hatchback,
2019,SUZUKI,Petrol,Hatchback,396
2019,SUZUKI,Others,Hatchback,26
2019,TESLA,Others,Hatchback,4
2019,THE LONDON TAXI CO,Diesel,Hatchback,
2019,TOYO ACE,Petrol,Hatchback,
2019,TOYOTA,Petrol,Hatchback,115
2019,TOYOTA,Diesel,Hatchback,
2019,TOYOTA,Others,Hatchback,148
2019,TRIUMPH,Petrol,Hatchback,
2019,VOLKSWAGEN,Petrol,Hatchback,686
2019,VOLKSWAGEN,Diesel,Hatchback,
2019,VOLVO,Petrol,Hatchback,97
2019,VOLVO,Diesel,Hatchback,
2019,ALFA ROMEO,Petrol,Sedan,43
2019,ALPINA,Petrol,Sedan,
2019,ALPINA,Diesel,Sedan,1
2019,ALPINE,Petrol,Sedan,
2019,ASTON MARTIN,Petrol,Sedan,
2019,AUDI,Petrol,Sedan,915
2019,AUDI,Diesel,Sedan,
2019,AUDI,Others,Sedan,121
2019,AUSTIN,Petrol,Sedan,
2019,AUSTIN,Diesel,Sedan,
2019,B.M.W.,Petrol,Sedan,1097
2019,B.M.W.,Diesel,Sedan,14
2019,B.M.W.,Others,Sedan,34
2019,BENTLEY,Petrol,Sedan,21
2019,BENTLEY,Diesel,Sedan,
2019,BLUECAR,Others,Sedan,
2019,BYD,Others,Sedan,
2019,CHERY,Petrol,Sedan,
2019,CHEVROLET,Petrol,Sedan,
2019,CHRYSLER,Petrol,Sedan,
2019,CHRYSLER,Diesel,Sedan,
2019,CITROEN,Petrol,Sedan,
2019,CITROEN,Diesel,Sedan,
2019,CITROEN,Others,Sedan,
2019,DAIHATSU,Petrol,Sedan,
2019,DAIMLER,Petrol,Sedan,
2019,DATSUN,Petrol,Sedan,1
2019,FERRARI,Petrol,Sedan,
2019,FIAT,Petrol,Sedan,
2019,FORD,Petrol,Sedan,1
2019,FORD,Diesel,Sedan,
2019,FORD,Others,Sedan,
2019,HONDA,Petrol,Sedan,2243
2019,HONDA,Others,Sedan,100
2019,HYUNDAI,Petrol,Sedan,4846
2019,HYUNDAI,Diesel,Sedan,
2019,HYUNDAI,Others,Sedan,
2019,INFINITI,Petrol,Sedan,68
2019,INFINITI,Diesel,Sedan,
2019,INFINITI,Others,Sedan,
2019,JAGUAR,Petrol,Sedan,126
2019,JAGUAR,Diesel,Sedan,
2019,JAGUAR,Others,Sedan,
2019,JEEP,Petrol,Sedan,
2019,JEEP,Diesel,Sedan,
2019,KIA,Petrol,Sedan,2974
2019,KIA,Diesel,Sedan,
2019,KIA,Others,Sedan,
2019,KOENIGSEGG,Petrol,Sedan,
2019,LAMBORGHINI,Petrol,Sedan,
2019,LANCIA,Petrol,Sedan,
2019,LAND ROVER,Petrol,Sedan,
2019,LAND ROVER,Diesel,Sedan,
2019,LAND ROVER,Others,Sedan,
2019,LOTUS,Petrol,Sedan,
2019,M.G.,Petrol,Sedan,
2019,MARCOS,Petrol,Sedan,
2019,MASERATI,Petrol,Sedan,46
2019,MASERATI,Diesel,Sedan,
2019,MAXUS,Petrol,Sedan,
2019,MAZDA,Petrol,Sedan,1352
2019,MAZDA,Diesel,Sedan,38
2019,MAZDA,Others,Sedan,599
2019,Mclaren,Petrol,Sedan,
2019,MERCEDES BENZ,Petrol,Sedan,3098
2019,MERCEDES BENZ,Diesel,Sedan,8
2019,MERCEDES BENZ,Others,Sedan,491
2019,MINI,Petrol,Sedan,
2019,MINI,Diesel,Sedan,
2019,MITSUBISHI,Petrol,Sedan,1441
2019,MITSUBISHI,Diesel,Sedan,
2019,MITSUBISHI,Others,Sedan,
2019,MITSUOKA,Petrol,Sedan,
2019,MORRIS,Petrol,Sedan,1
2019,NISSAN,Petrol,Sedan,1010
2019,NISSAN,Others,Sedan,
2019,OPEL,Petrol,Sedan,
2019,OPEL,Diesel,Sedan,
2019,PAGANI,Petrol,Sedan,
2019,PERODUA,Petrol,Sedan,60
2019,PEUGEOT,Petrol,Sedan,
2019,PEUGEOT,Diesel,Sedan,
2019,PORSCHE,Petrol,Sedan,65
2019,PORSCHE,Diesel,Sedan,
2019,PORSCHE,Others,Sedan,8
2019,RAMBLER,Petrol,Sedan,
2019,RANGE ROVER,Petrol,Sedan,
2019,RANGE ROVER,Diesel,Sedan,
2019,RENAULT,Petrol,Sedan,1
2019,RENAULT,Diesel,Sedan,
2019,RENAULT,Others,Sedan,
2019,ROLLS ROYCE,Petrol,Sedan,25
2019,ROVER,Petrol,Sedan,
2019,RUF,Petrol,Sedan,
2019,SEAT,Petrol,Sedan,53
2019,SEAT,Diesel,Sedan,
2019,SKODA,Petrol,Sedan,454
2019,SKODA,Diesel,Sedan,
2019,SMART,Petrol,Sedan,
2019,SMART,Others,Sedan,
2019,SSANGYONG,Petrol,Sedan,
2019,SSANGYONG,Diesel,Sedan,
2019,SUBARU,Petrol,Sedan,80
2019,SUBARU,Others,Sedan,
2019,SUZUKI,Petrol,Sedan,
2019,SUZUKI,Others,Sedan,
2019,TESLA,Others,Sedan,5
2019,THE LONDON TAXI CO,Diesel,Sedan,
2019,TOYO ACE,Petrol,Sedan,
2019,TOYOTA,Petrol,Sedan,4386
2019,TOYOTA,Diesel,Sedan,
2019,TOYOTA,Others,Sedan,688
2019,TRIUMPH,Petrol,Sedan,
2019,VOLKSWAGEN,Petrol,Sedan,248
2019,VOLKSWAGEN,Diesel,Sedan,
2019,VOLVO,Petrol,Sedan,143
2019,VOLVO,Diesel,Sedan,
2019,ALFA ROMEO,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,ALPINA,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,ALPINA,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,ALPINE,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,ASTON MARTIN,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,AUDI,Petrol,Multi-purpose Vehicle/Station-wagon,26
2019,AUDI,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,AUDI,Others,Multi-purpose Vehicle/Station-wagon,
2019,AUSTIN,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,AUSTIN,Diesel,Multi-purpose Vehicle/Station-wagon,1
2019,B.M.W.,Petrol,Multi-purpose Vehicle/Station-wagon,6
2019,B.M.W.,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,B.M.W.,Others,Multi-purpose Vehicle/Station-wagon,18
2019,BENTLEY,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,BENTLEY,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,BLUECAR,Others,Multi-purpose Vehicle/Station-wagon,
2019,BYD,Others,Multi-purpose Vehicle/Station-wagon,
2019,CHERY,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,CHEVROLET,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,CHRYSLER,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,CHRYSLER,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,CITROEN,Petrol,Multi-purpose Vehicle/Station-wagon,113
2019,CITROEN,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,CITROEN,Others,Multi-purpose Vehicle/Station-wagon,
2019,DAIHATSU,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,DAIMLER,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,DATSUN,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,FERRARI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,FIAT,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,FORD,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,FORD,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,FORD,Others,Multi-purpose Vehicle/Station-wagon,
2019,HONDA,Petrol,Multi-purpose Vehicle/Station-wagon,1905
2019,HONDA,Others,Multi-purpose Vehicle/Station-wagon,2348
2019,HYUNDAI,Petrol,Multi-purpose Vehicle/Station-wagon,39
2019,HYUNDAI,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,HYUNDAI,Others,Multi-purpose Vehicle/Station-wagon,
2019,INFINITI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,INFINITI,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,INFINITI,Others,Multi-purpose Vehicle/Station-wagon,
2019,JAGUAR,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,JAGUAR,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,JAGUAR,Others,Multi-purpose Vehicle/Station-wagon,
2019,JEEP,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,JEEP,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,KIA,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,KIA,Diesel,Multi-purpose Vehicle/Station-wagon,47
2019,KIA,Others,Multi-purpose Vehicle/Station-wagon,84
2019,KOENIGSEGG,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,LAMBORGHINI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,LANCIA,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,LAND ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,LAND ROVER,Diesel,Multi-purpose Vehicle/Station-wagon,3
2019,LAND ROVER,Others,Multi-purpose Vehicle/Station-wagon,
2019,LOTUS,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,M.G.,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,MARCOS,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,MASERATI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,MASERATI,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,MAXUS,Petrol,Multi-purpose Vehicle/Station-wagon,15
2019,MAZDA,Petrol,Multi-purpose Vehicle/Station-wagon,18
2019,MAZDA,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,MAZDA,Others,Multi-purpose Vehicle/Station-wagon,
2019,Mclaren,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,MERCEDES BENZ,Petrol,Multi-purpose Vehicle/Station-wagon,80
2019,MERCEDES BENZ,Diesel,Multi-purpose Vehicle/Station-wagon,2
2019,MERCEDES BENZ,Others,Multi-purpose Vehicle/Station-wagon,7
2019,MINI,Petrol,Multi-purpose Vehicle/Station-wagon,77
2019,MINI,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,MITSUBISHI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,MITSUBISHI,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,MITSUBISHI,Others,Multi-purpose Vehicle/Station-wagon,
2019,MITSUOKA,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,MORRIS,Petrol,Multi-purpose Vehicle/Station-wagon,1
2019,NISSAN,Petrol,Multi-purpose Vehicle/Station-wagon,23
2019,NISSAN,Others,Multi-purpose Vehicle/Station-wagon,215
2019,OPEL,Petrol,Multi-purpose Vehicle/Station-wagon,55
2019,OPEL,Diesel,Multi-purpose Vehicle/Station-wagon,103
2019,PAGANI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,PERODUA,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,PEUGEOT,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,PEUGEOT,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,PORSCHE,Petrol,Multi-purpose Vehicle/Station-wagon,9
2019,PORSCHE,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,PORSCHE,Others,Multi-purpose Vehicle/Station-wagon,3
2019,RAMBLER,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,RANGE ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,RANGE ROVER,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,RENAULT,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,RENAULT,Diesel,Multi-purpose Vehicle/Station-wagon,736
2019,RENAULT,Others,Multi-purpose Vehicle/Station-wagon,
2019,ROLLS ROYCE,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,RUF,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,SEAT,Petrol,Multi-purpose Vehicle/Station-wagon,18
2019,SEAT,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,SKODA,Petrol,Multi-purpose Vehicle/Station-wagon,3
2019,SKODA,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,SMART,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,SMART,Others,Multi-purpose Vehicle/Station-wagon,
2019,SSANGYONG,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,SSANGYONG,Diesel,Multi-purpose Vehicle/Station-wagon,5
2019,SUBARU,Petrol,Multi-purpose Vehicle/Station-wagon,6
2019,SUBARU,Others,Multi-purpose Vehicle/Station-wagon,
2019,SUZUKI,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,SUZUKI,Others,Multi-purpose Vehicle/Station-wagon,
2019,TESLA,Others,Multi-purpose Vehicle/Station-wagon,5
2019,THE LONDON TAXI CO,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,TOYO ACE,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,TOYOTA,Petrol,Multi-purpose Vehicle/Station-wagon,2350
2019,TOYOTA,Diesel,Multi-purpose Vehicle/Station-wagon,2
2019,TOYOTA,Others,Multi-purpose Vehicle/Station-wagon,2521
2019,TRIUMPH,Petrol,Multi-purpose Vehicle/Station-wagon,
2019,VOLKSWAGEN,Petrol,Multi-purpose Vehicle/Station-wagon,580
2019,VOLKSWAGEN,Diesel,Multi-purpose Vehicle/Station-wagon,1
2019,VOLVO,Petrol,Multi-purpose Vehicle/Station-wagon,40
2019,VOLVO,Diesel,Multi-purpose Vehicle/Station-wagon,
2019,ALFA ROMEO,Petrol,Sports Utility Vehicle,10
2019,ALPINA,Petrol,Sports Utility Vehicle,
2019,ALPINA,Diesel,Sports Utility Vehicle,
2019,ALPINE,Petrol,Sports Utility Vehicle,
2019,ASTON MARTIN,Petrol,Sports Utility Vehicle,
2019,AUDI,Petrol,Sports Utility Vehicle,739
2019,AUDI,Diesel,Sports Utility Vehicle,1
2019,AUDI,Others,Sports Utility Vehicle,39
2019,AUSTIN,Petrol,Sports Utility Vehicle,
2019,AUSTIN,Diesel,Sports Utility Vehicle,
2019,B.M.W.,Petrol,Sports Utility Vehicle,2092
2019,B.M.W.,Diesel,Sports Utility Vehicle,1
2019,B.M.W.,Others,Sports Utility Vehicle,
2019,BENTLEY,Petrol,Sports Utility Vehicle,23
2019,BENTLEY,Diesel,Sports Utility Vehicle,1
2019,BLUECAR,Others,Sports Utility Vehicle,
2019,BYD,Others,Sports Utility Vehicle,
2019,CHERY,Petrol,Sports Utility Vehicle,
2019,CHEVROLET,Petrol,Sports Utility Vehicle,
2019,CHRYSLER,Petrol,Sports Utility Vehicle,
2019,CHRYSLER,Diesel,Sports Utility Vehicle,
2019,CITROEN,Petrol,Sports Utility Vehicle,190
2019,CITROEN,Diesel,Sports Utility Vehicle,
2019,CITROEN,Others,Sports Utility Vehicle,
2019,DAIHATSU,Petrol,Sports Utility Vehicle,
2019,DAIMLER,Petrol,Sports Utility Vehicle,
2019,DATSUN,Petrol,Sports Utility Vehicle,
2019,FERRARI,Petrol,Sports Utility Vehicle,
2019,FIAT,Petrol,Sports Utility Vehicle,
2019,FORD,Petrol,Sports Utility Vehicle,
2019,FORD,Diesel,Sports Utility Vehicle,
2019,FORD,Others,Sports Utility Vehicle,
2019,HONDA,Petrol,Sports Utility Vehicle,3100
2019,HONDA,Others,Sports Utility Vehicle,390
2019,HYUNDAI,Petrol,Sports Utility Vehicle,283
2019,HYUNDAI,Diesel,Sports Utility Vehicle,10
2019,HYUNDAI,Others,Sports Utility Vehicle,221
2019,INFINITI,Petrol,Sports Utility Vehicle,67
2019,INFINITI,Diesel,Sports Utility Vehicle,
2019,INFINITI,Others,Sports Utility Vehicle,
2019,JAGUAR,Petrol,Sports Utility Vehicle,185
2019,JAGUAR,Diesel,Sports Utility Vehicle,
2019,JAGUAR,Others,Sports Utility Vehicle,20
